text,class
aquarelles - gouaches - pastel,category
"greuze
(jean-baptiste) tournus, 1725 + paris, 1806",author
"hoin (claude-jean-baptiste) dijon, 1750 + dijon, 1817",author
"moreau (louis-gabriel, dit l'aine)
paris, 1739 + paris, 1805",author
"ollivier (michel-barthelemy olivier, ou)
marseille, 1712 + paris, 1784",author
quillard (attribue a pierre-antoine),author
"rembrandt rembrandt harmensz van rijn, ditleyde, 1606 + amsterdam, 1669",author
"tiepolo
(giovanni-battista) venise, 1692 + madrid, 1770",author
"tiepolo (giovanni-domenico) venise, 1727 + venise, 1804",author
"watteau
(jean-antoine) valenciennes, 1684 + nogent-sur-marne, 1721",author
watteau (jean-antoine),author
euvres gabriel de saint-aubin,author
". dessin a la pierre page blanche; a droite,",category
"grands-augustins, pres la .
illustre d'environ 180",noise
"saint-aubin, op. cit.,",author
frederic),author
coiffee d'un toquet a,noise
le 4 mars 1761.,noise
huet (d'apres jean-baptiste,author
"bellange (hyppolite)
paris, 1800 + 1866.",author
caresme (attribue a jacques-philippe),author
cortone (attribue a p. de,author
perignon (maniere de a.-n.,author
"wolfang (gust. andre)
augsbourg, 1692 + 1775.",author
"peintures
pastels",category
ecole allemande (premiere partie du xvre siecle,ecole
"ecole francaise (?), xviideg siecle",ecole
ostade (genre de a. van,author
rigaud (ecole d'hyacinthe,author
vallin (attribue a j.-a.,author
"aquarelles, pastels, fusain",category
fantin-latour (theodore1805 + 1872.,author
veyrassat (i.),author
clary,author
courbet (ecole de gustave,author
faivre (jules-abel,author
guillaumin (armandhan,author
loir-luigi,author
mene,author
"moderne imprimerie 37, rue gandon, 37 - paris - xllle",noise
"kauffmann
(d'apres ang.)",author
"lasinio
(c. de)",author
russell (d'apres j.),author
"smith
(j. r.)",author
"tableaux - aquarelles
modernes",category
"canella
(giuseppe) 1788 + 1847",author
gudin (theodore) 1802 + 1880,author
"guillaumin
(armand) 1841 + 1927",author
"jongkind
(j. b.) 1819 + 1891",author
lepine (stanislas) 1836 + 1892,author
"pissarro
(camille) 1830 + 1903",author
"le roux
(eugene) 1838 + 1905",author
"casanova
(francesco-giuseppe) londres, 1727 + bruhl, 1802",author
"cats
(jacob) altona, 1741 + amsterdam, 1799",author
gillot (attribue a claude),author
"ommeganck
(balthazar-paul) anvers, 1755 + anvers, 1826",author
"piazzetta
(jean-baptiste) pietrarossa, 1682 + venise, 1754",author
"velde
(adriaen van der) amsterdam, 1636 + amsterdam, 1672",author
vernet attribue a claude-joseph),author
"verschuring
* (hendrik) gorcum, 1627 + dordrecht, 1690",author
"weirotter
(franz-edmund) innsbruck, 1739 + vienne, 1771",author
"biset (charles-emmanuel) anvers, 1633 + breda, vers 1710",author
"charpentier
(jean-baptiste) paris, 1728 | paris, 1806",author
ducreux (attribue a joseph),author
"eisen
(attribue a charles)",author
"gryeff (attribue a adriaen grif, ou",author
"mieris
(willem van) leyde, 1662 + leyde, 1747",author
"moreau (attribues a jean-michel, dit le jeune)",author
le mai,noise
"perronneau
(jean-baptiste) paris, 1731 + amsterdam, 1783",author
pourbus (ecole de frans),author
"steen
(jan) leyde, 1626 + leyde, 1679",author
porcelaines de chine,category
objets varies - miniatures,category
pendules - bronzes,category
ecran et sieges garnis de tapisserie,category
montres - boites objets de vitrine,category
"des xvi, xvii et xviiie siecles",category
principaux ouvrages decrits dans ce catalogue,category
miniatures - boites - eventails,category
barometre - decoration,category
"objets de vitrine - boites
miniatures",category
sculptures - ecran - glaces,category
argenterie - vermeil,category
"gravures anciennes
et modernes",category
desboutin (m.,author
hamilton,author
wheatley (d'apres,author
"dessins - aquarelles - tableaux
anciens et modernes",category
ecole anglaise (1835),ecole
boucher (ecole de) (xviiie siecle,author
cesbron (a.,author
la fage (xviiie siecle,author
lenain (d'apres,author
martinet (attribue a,author
rochegrosse (g.,author
verbruggen,author
"livres manuscrits orientaux
albums",category
argenterie et metal,category
"pierres dures
we",category
livres chinois,category
i. - manuscrits,category
ii. - incunables,category
"francisci philelfi satyrarvm hecatostichon prima decas.
hecatosticha.prima,",author
iii. - livres d'heures imprimes,category
iv. - livres du xvi siecle,category
"v. - livres illustres des xvii, xviii, xix siecles",category
aquarelles - dessins - gravures,category
aved (attribue a jacques),author
cotes (attribue a francis,author
ecole francaise (fin du xve siecle,ecole
"gentileschi (attribue a oragio, dit lomi",author
jordaens (jacob) anvers 1593 + 1678 anvers,author
"le lorrain (ecole de claude gelee, dit)",author
des demi-figures de femmes,noise
incendie d'une ville.,noise
riviere au clair de lune.,noise
", il tient un triangle de la main droite et, de",noise
Zhi ,noise
", en marbre de carrare.",noise
"miniatures - boites - montres
objets varies",category
"bronzes - pendules - lustre
vitraux - sculptures",category
conditions of sale,noise
livres et documents,category
"legion d'honneur, 1 e empire",category
legion d'honneur epoque restauration,category
"legion d'honneur, louis-philippe",category
"legion d'honneur, 1848
wt",category
miniatures et divers,category
legion d'honneur epoque de la presidence,category
"legion d'honneur, second empire",category
"decorations, jer empire",category
"decorations, epoque restauration",category
"decorations, napoleon iii et divers",category
"decorations, louis-philippe",category
coloniales,category
"tableaux anciens et modernes""",category
angelico,author
ducis (louis1773 + 1847,author
ecole moderne (vers 1857,ecole
gobert (pierre),author
"fontainebleau, 1662 + paris, 1744",author
bois sculpts et laques,category
"ivoires
men",category
peintures et etoffes,category
sieges et m1: les,category
"o
etoffes - tapis",category
etoffes et soieries,category
appartenant a m. x,noise
la plupart du xviii siecle,category
armes - decorations,category
souvenirs militaires et historiques,category
"collection ernest daudet
* (1837-1921) livres et autographes",category
a) livres,category
"b) autographes
a la plupart des dossiers sont joints des coupures de journauxphotographies, documents divers.",category
nos 204 a 223,noise
a) appartenant a divers amateurs,category
quatrieme vacation,noise
"livres de la periode romantique
et du second empire",category
"ouvrages de j. breton de la martiniere
editions nepveu",category
estampe ancienne,category
janinet (francois,author
lespinasse (louis-nicolas de),author
"dessins, aquarelles et peinture modernes",category
"la gandara (antonio de) (paris, 1861-1917)",author
"la touche (gaston) (saint-cloud, 1854-1913)",author
"legrand (louis) (dijon, 1863--)",author
"lenoir (marcel) (montauban, 1872-1931)",author
"masiz (finch) (ecole anglaise, fin xixe",author
"aquarelles - gouaches - dessins
gravures - affiches",category
cazes,author
la fresnaye (r. de),author
lepine (st.,author
le poitevin,author
stevens (alfredlfred,author
bastien-lepage (jules,author
bertram (abel,author
boisson (alfred,author
laurens (j.-p.,author
miro (joan),author
"siec
ecole italienne (xviideg siecle",ecole
hackaert (attribue a jean),author
guys (attribue a constantin),author
redoute (attribue a,author
yung (th.,author
martin (baptiste),author
ecole italienne (perouse,ecole
"ceramique objets de vitrine - objets varies
bronzes",category
"flambeaux - bougeoirs - pendules
lustres",category
"i
ceramique - objets varies
lustres",category
"tapisseries - tapis
i",category
aquarelles - pastels - dessins,category
baron (h.) (1816-1885,author
boggs (frank) (1855-1926,author
bonhomme (f.) (1809-1881),author
boudin (eugene) (1824-1898,author
boulanger (gustave) (1824-1888,author
brown (john-lewis) (1829-1890),author
calbet (a.),author
corot (camille) (1796-1875),author
degas (edgar) (1834-1917,author
delacroix (eugene) (1798-1863),author
detaille (edouard) (1848-1912),author
dore (gustave) (1833-1883,author
flandrin (hippolyte) (1809-1864,author
flers (camille) (1802-1868,author
forain (1852-1931,author
gavarni (1804-1866,author
giacomelli (1822-1904,author
de goncourt (jules) (1830-1870,author
grandville (j.-j.) (1805-1847,author
de groux (henri,author
guillaumet (1840-1887),author
guthrie (james) (ecole ecossaise - xixe siecle,author
guys (constantin) (1805-1892,author
hervier (adolphe) (1821-1879,author
ingres (1780-1867),author
lafenestre,author
lami (eugene) (1800-1890,author
lhermitte (leon) (1844-1925),author
millet (j.-b.,author
monnier (henri) (1805-1877),author
morisot (berthe) (1840-1895,author
pissarro (camille) (1830-1903),author
regnault (henri) (1843-1871),author
ribot (theodule) (1823-1891),author
rousseau (philippe) (1816-1887),author
steinlen (1859-1923,author
verboekhoven (eug.,author
veyrassat (1828-1893,author
vibert (j.-g.) (1840-1904,author
beaume (1796-1885,author
beltran y masses,author
beranger (ch.) (1816-1853,author
"bergeret (ecole francaise, xixe siecle)",author
boilly (l.-l.) (1761-1845),author
braekelaer (f. de) (1792-1883,author
carelli,author
chaplin (charles) (1825-1891),author
chartran (theobald) (1849-1907),author
chassaing,author
chintreuil (antoine) (1816-1873),author
chocarne-moreau,author
claude (eugene,author
corneau (e.,author
decan (eugene) (1829-1894,author
dehodencq (alfred) (1822-1882,author
delpy (h.-c.) (1842-1910),author
desbras,author
detroy,author
devedeux (l.) (1820-1875),author
de dreux (d'apres alfred),author
duez (e.) (1843-1896,author
estienne (marius),author
feyen-perrin (a.) (1826-1888),author
harpignies (h.) (1819-1916,author
homo,author
jacque (charles) (1813-1894,author
de jonghe (g.) (1829-1893),author
lavieille (eug.) (1820-1889,author
lepine (1836-1892,author
lossow (heinrich) (1843-1897,author
luminais (evariste,author
manzana pissarro,author
mariani (c.,author
menard (rene),author
nozal (a.,author
nuyen (w.) (1813-1839,author
perret (aime,author
richet (leon) (1847-1907,author
roqueplan (c.) (1803-1855,author
rosenthal (sylvie,author
rousseau (philippe) (1816-1887,author
rousseau (theodore) (1812-1867,author
roybet (ferdinand) (1840-1920),author
stevens (alfred) (1828-1906),author
tassaert (octave) (1800-1874),author
trouillebert (1829-1900),author
troyon (constant) (1810-1865),author
ulman (raoul),author
veyrassat (j.) (1828-1893,author
vignon (victor) (1847-1909,author
von thoren (otto) (1828-1889),author
van wyk (h.,author
carpeaux (j.-b.) (1827-1875,author
lambeaux (jef) (ecole belge) (1852-1908,author
pastels - dessins - aquarelles,category
barthelemy (m.,author
brisset,author
fath (rene,author
giroust,author
monnier (h.,author
sargent (j. f.,author
wely (j.,author
breaute,author
brugniere (f.,author
cadoret (h. de,author
boulard (a.,author
buland (eug.,author
challie (jean,author
charpentier (eug.,author
communal (j.,author
dambeza (l.,author
debraux (rene,author
delacroix (a.,author
deverin (roger),author
dezire (henri,author
dussouchet,author
galtier-boissiere (l.,author
guerin le guay,author
harlamoff,author
kraus,author
kruseman (c.,author
maincent (gustave),author
nils (forbers,author
olivier (f.,author
peltier (h.,author
pichet (r.,author
pierre (g.,author
raulin,author
richter (a.,author
rousseau (ph.,author
rueff (a.,author
saint- germier,author
trebicki,author
aquarelles - miniatures,category
alix (p. m.,author
anselin (j. l.),author
baudouin (d'apres p. a.,author
buck (d'apres a.),author
carmontelle (l. de,author
chataignier (d'apres a.,author
coutellier (j.,author
damame demartrais (m. f.,author
demarteau (g. a.),author
dentistes (piece relative aux,category
directoire (gravures de l'epoquevure,author
forain (j. l.),author
"fleurs, insectes et ornements",category
huet (d'apres j. b.,author
janinet et sergent,author
jongkind (j. b.,author
lawrence (d'apres sir thomas,author
le ceur (l.,author
le noir (r.),author
loutherbourg (j. p. de),author
mallet (d'apres j. b.,author
monnet (d'apres c,author
moreau le jeune (d'apres j. m.),author
perney (d'apres j. h. a.),author
place (m.),author
rowlandson (t.,author
saint-aubin (d'apres augustin de),author
saint-aubin (d'apres gabriel de,author
sergent (a. f.),author
steinlen (t. a.,author
wheatley (d'apres f.,author
estampes du xviii siecle et du debut du xix siecle,category
aberli ().-l.),author
boilly (d'apres l.-l.),author
bonnet (louis-marin,author
caricatures et scenes de meurs,category
coutellier (f.,author
drouais (d'apres f.-h.,author
dugourc (d'apres j.-d.,author
harper (d'apres t.),author
janinet (jean-francois),author
lepeintre (d'apres charles),author
lory pere et fils (d'apres),author
moreau-le-jeune (d'apres j.-m.),author
vestier (d'apres),author
vigee-lebrun (d'apres mme,author
"anciennes et modernes
(xvii, xixe et xxe siecles)",category
bejot (e.,author
bresdin (rodolphe,author
corot ().-b.-c.),author
derain (d'apres andre,author
forain ().-l.),author
jongkind ().-b.,author
legrand,author
manet (ed.,author
meryon (charles,author
millet ().-f.,author
nanteuil (robert,author
picasso (d'apres pablo,author
whistler ().-m.-n.,author
"tableaux et dessins anciens
cadres anciens",category
bacler d'albe (baron) (st-pol 1761 - sevres 1824,author
cadres anciens,category
"damame-demartrais (m.-f.(paris, 1763-1827)",author
"demarne (jean-louis)
(bruxelles 1744 - paris 1829)",author
haccou (johannes-cornelis) (middlebourg 1798 - londres 1839,author
huet (jean-baptiste(paris 1745-1811),author
"norblin de la gourdaine (j.-p.)
(misy 1745 - paris 1830)",author
palmieri (pietro) (parme 1740 - turin 1804,author
perelle (gabriel) (vernon 1602 - paris 1677,author
"werff (attribue a a van der)
(rotterdam 1659-1722)",author
"tableaux - aquarelles - dessins
(xixe - xxe siecles)",category
ades (joe,noise
decamps (alexandre-gabriel),author
duez (ernest,author
friesz (d'apres othon,author
klee (paul,author
meheut (mathurin,author
picart-ledoux (ch.-a.,author
pirmel (ate,author
tissot ().-j.,author
conditions generales de vente,noise
abreviations,noise
tre partie,noise
sur feuilles d'album,category
ordre de commission,noise
"dessins, aquarelles gravures",category
trinquier (louis,author
dubufe (d'apres),author
morin,author
barbey,author
bompiani - battaglia (clelia,author
bunny (j.-w.,author
"julien de parme
1735 - 1800",author
jacque (attribue a charles,author
leprince (xavier,author
lobrichon (timoleon-marie),author
mayer,author
roll (alfred-phillipe,author
"sergent-marceau
attribue a antoine-louis-francois)",author
taraval (attribue a jean-hugues),author
bataille (e.,author
bergeret (pierre-denis,author
bonheur (ferdinand,author
boulard (auguste,author
cals (adolphe-felin),author
dagnaux (albert,author
gibbon,author
gilsoul (victor,author
guerzoni (s.,author
induno (domenico,author
joron (maurice-paul,author
lambert (louis-eugene,author
levy (emile,author
luminais (evariste-vital,author
morelli (domenico,author
palizzi (filippo,author
winterhalter (ecole de franz-xavier),author
boilly (attribue a louis,author
boilly (ecole de louisdeux pendants,author
borovikovski (attribue a v.),author
cerquozzi (ecole de michelangelo,author
drolling (michelparis 1786 - 1851,author
ecole allemande (xvdeg siecle),ecole
ecole francaise (17deg siecle),ecole
franck (ecole des,author
mengs (ecole de raphael),author
"myn (francis van der)
londres 1723 - 1763 amsterdam",author
"parrocel (charles)
paris 1688 - 1752",author
ricci (ecole de sebastien),author
taunay (nicolas-antoineparis 1755 - 1830,author
"ceramique, objets divers",category
challe (attribue a p.,author
ecole francaise (epoque empire,ecole
le poittevin (l.,author
le senechal de kerdreoret,author
madelin (p.,author
schlesser,author
tamizier (c.-a.,author
ziem (f.,author
orfevrerie - argent,category
ballon,author
carrier-belleuse (a.),author
cristaux - verres,category
le mardi 7 mars 1939,noise
lundi 6 mars 1939,noise
dentelles et broderies,category
mardi 7 mars 1939,noise
"objets de vitrine miniatures - boites - etuis - email
montres - couteaux petites reliures du xviii siecle",category
objets varies ivoire - coffrets - poupees de creche biscuits - sculptures - pierres dures,category
bronzes - lustre,category
tableaux et aquarelles,category
"breyer (jan-hendrik) ne a arnheim, en 1818, mort en 1883, eleve de b. c. koekkoek",author
"dielman (pierre-emmanuel) ne a gand, en 1800, mort a herzogenbusch, en 1858",author
ecole anglaise (vers 1830,ecole
"einsle (anton) a vienne, en 1801, mort dans la meme ville, en 1871",author
"janneck (franz-christoph) ne a gratz, en 1703, mort a vienne, en 1761",author
"maulpertsch (attribue a anton-franz)
ne a langenargen, en 1724, mort a vienne, en 1796",author
"poel (egbert-lievensz van der) ne a delft, en 1621, mort a rotterdam, en 1664",author
"quellinus (attribue a erasmus ii)
ne a anvers, en 1607, mort en 1678",author
"schleich (eduard junior)
ne a munich, en 1853, mort en 1893",author
"schoedl (max)
ne a vienne, en 1834",author
"terborch (attribue a gerard)
ne a zwolle, en 1584, mort en 1662",author
"charlet (nicolas-toussaint) ne a paris, en 1792, mort dans la meme ville, en 1845",author
"daffinger (moritz-michael) ne a vienne, en 1790, mort dans la meme ville, en 1849",author
daffinger (moritz-michael,author
"decker (georg) ne a buda-pest, en 1818, mort a vienne, en 1894",author
"fendi (peter) ne a vienne, en 1796, mort dans la meme ville, en 1842",author
fendi (peter),author
"kriehuber (joseph)
ne a vienne, en 1801, mort dans la meme ville, en 1876",author
"peter (emmanuel) ne a jaegerndorf, en 1799, mort a vienne, en 1873",author
"rochard (francois-theodore) ne en france, en 1798, mort a notting hill, en 1858",author
"thomson (e. w.)
ne en 1770, mort a lincoln, en 1847",author
augustin (ecole de jean-baptiste-jacques),author
"berny-d'ouville (charles-antoine-claude)
ne a clermont, mort en 1842",author
bourgeois (ecole de charles-guillaume-alexandre),author
"boze (joseph) ne a martigues, en 1745, mort a paris, en 1826",author
"chinnery (george) ne a londres, en 1774, mort a macao, en 1852",author
"courtois (nicolas-andre) ne a paris, en 1734, mort dans la meme ville, en 1806",author
"dumont (francois) ne a luneville, en 1751, mort a paris, en 1831",author
durand (dit darsonval) ne a paris. exposa aux salons de 1799 a 1802,author
ecole francaise (vers 1600),ecole
ecole francaise (vers 1760,ecole
ecole francaise (vers 1780,ecole
ecole francaise (vers 1785,ecole
grassy (ecole de joseph,author
"hall (pierre-adolphe) ne a boras (suede), en 1739, mort a liege, en 1793",author
hall (pierre-adolphe,author
hall (ecole de pierre-adolphe,author
"hirnschrot (johann-andreas) ne a nuremberg, en 1799, travailla principalement en suisse",author
"lagrenee (anthelme-francoisne a paris, en 1775, mort dans la meme ville, en 1832",author
"lieder (friedrich-johann-gottlieb, l'aine)
ne a potsdam, en 1780, mort a budapest, en 1859",author
"masse (attribue a jean-baptiste)
ne a paris, en 1687, mort dans la meme ville, en 1789",author
"millet (frederic) ne a charlieu, en 1786, mort en 1859",author
noireterre (mademoiselle de) exposa au salon de la correspondance et aux salons de 1785 a 1803,author
"raab (georg) ne a vienne, en 1821, mort dans la meme ville, en 1885",author
"saar (carl von) ne a vienne, en 1797, mort dans la meme ville, en 1853",author
"schwager (richard) ne a duppau, en boheme, en 1822, mort a vienne, en 1880",author
"sontag (joseph) ne a dresde, en 1786, mort a cracovie, en 1834",author
"vestier (attribue a antoine) ne a avallon, en 1740, mort a paris, en 1824",author
"vieth (ludwig von) ne en 1755, mort a vienne, apres 1830",author
miniatures et emaux,category
"alexandre (louis) ne a reims, en 1759, mort dans la meme ville, en 1827",author
"augustin (jean-baptiste-jacques)
ne a saint-die, en 1759, mort a paris, en 1832",author
"augustin (madame pauline, nee du cruet)
nee a paris, en 1781, morte a arras, en 1865",author
"bodemer (jacob) ne a nottingen, en 1777, mort a vienne, en 1824
ne,",author
"bourgeois (charles-guillaume-alexandrene a amiens, en 1759, mort a paris, en 1832",author
"campana (victorien) ne a turin, en 1744, mort a paris, en 1786",author
"cosway (sir richard) ne a tiverton, en 1742, mort a londres, en 1821",author
"david (maxime) ne a chalons-sur-marne, en 1798, mort a paris, en 1870",author
ecole allemande (milieu du xviiideg siecle,ecole
ecole anglaise (debut du xviideg siecle),ecole
"fueger (heinrich-friedrich) ne a heilbronn, en 1751, mort a vienne, en 1818",author
"grassy (joseph)
ne a vienne, en 1757, mort a dresde, en 1838",author
"hurter (john-henry) ne a schaffouse, en 1734, mort a dusseldorf, en 1799",author
"isabey (jean-baptiste)
ne a nancy, en 1767, mort a paris, en 1855",author
isabey (jean-baptiste,author
"jacques (nicolas) ne a jarville, pres nancy, en 1780, mort a paris, en 1844",author
"klingstedt (claude-charles-gustave)
ne a riga, en 1657, mort a paris, en 1734",author
"koenig (attribue a anton-friedrich)
ne a berlin, en 1722, mort dans la meme ville, en 1787",author
lecourt (j.) vecut a versailles et exposa aux salons de 1804 a 1819,author
"liotard (jean-etienne)
ne a geneve, en 1702, mort dans la meme ville, en 1790",author
"mardefeld (baron gustaf von) (ecole suedoise)
ne en 1664, mort en pomeranie, en 1729",author
"perin (louis-lie) ne a reims, en 1753, mort dans la meme ville, en 1817",author
"00
petitot (atribue a jean)
ne a geneve, en 1607, mort a vevey, en 1691",author
petitot (attribue a jean),author
petitot (ecole de jean),author
"plimer (andrew)
ne a wellington, en 1763, mort a brighton, en 1837",author
plimer (andrew),author
"rouquet (andre)
ne a geneve, en 1701, mort a charenton, en",author
"shelley (attribue a samuel) ne a whitechapel, en 1750, mort a londres, en 1808",author
"smart (john) ne a norwich, en 1741, mort a londres, en 1811",author
smart (john),author
smart (john,author
"terroux (elisabeth)
nee a geneve, en 1759, morte apres 1795",author
"zincke (christian-friedrichne a dresde, en 1683, mort a londres, en 1767",author
cd cd cd cd cd cd cd cd cd sd sd sd cd sd sd,noise
et platre modernes,category
aston-knight,author
d'estienne (h.,author
gagliardini (j. g.,author
leprince (leopold),author
van bree (j.),author
careme (d'apres),author
hackert (d'apres,author
ecole hollandaise (xvii,ecole
brug,author
desportes (ecole de,author
cer,noise
"bandinelli (baccio)
florence, 1493 + 1560.",author
"bassan (jacopo da ponte, dit lebassano, 1510 + 1592.",author
"bisschop (jan de) amsterdam, 1628 + la haye, 1671",author
"boldini (jean) ferrare, 1845 + paris, 1930",author
"borssom (a. vanamsterdam, 1629 + 1677.",author
"bandinelli (baccioflorence, 1493 + 1560.",author
"borssom (a. van)
amsterdam, 1629 + 1677.",author
bosch (ecole de jeromexvio siecle.,author
"bouchardon (edmeclermont, 1698 | paris, 1762.",author
"boucher (francoisparis, 1703 + 1770.",author
"boudin (eugene) honfleur, 1825 + paris, 1908",author
"brueghel (jean, dit de veloursbruxelles, 1568 + anvers, 1625.",author
"cambiaso (luca) monglia, 1527 + madrid, 1585",author
"chasselat (pierre)
paris, 1748 + 1814.",author
"corot (camilleparis, 1796 + 1875.",author
"correge (attribue a allegri, dit lecorregio, 1494 + 1534.",author
"delacroix (eugenecharenton, 1798 + paris, 1863.",author
"du monstier (art des)
xvie siecle.",author
"dusart (cornelis)
harlem, 1660+ 1704.",author
ecole suisse-allemande (xvideg siecle),ecole
ecole de bruges (fin du xvdeg siecle,author
ecole francaise (xvdeg siecle,ecole
"elsheimer (adam) francfort, 1574 + rome, 1620.",author
"de favray (le chevalier antoine)
bagnolet, 1706 + malte, 1791.",author
"fragonard (attribue a honoregrasse, 1732 + paris, 1806.",author
"gericault (theodore)
rouen, 1791 + paris, 1824.",author
goya (ecole dexviiie siecle.,author
"granet (francoisaix, 1775 + 1849.",author
"le guerchin (barbieri, dit)
cento, 1591 | bologne, 1666.",author
"huyghens (constantyn)
la haye, 1628 + 1697.",author
"huysum (attribue a van)
amsterdam, 1682 + 1749.",author
"ingres (j.-d.) montauban, 1780 + paris, 1867",author
"jongkind (j.-b.) latrop, 1819 + cote saint-andre, 1891",author
lagneau xvie-xviro siecles,author
"lancret (nicolas)
paris, 1690 + 1743.",author
"lemoine (j., de rouen)
rouen, 1752 + paris, 1824.",author
"leprince (j.-b.)
metz, 1733 + saint-denis du port,",author
"lorrain (art de claudechamagne, 1600 + rome, 1682.",author
leyde (ecole de lucas dexvideg siecle.,author
"muziano (il cavaliero g.)
acquafredda. 1528 + rome. 1591.",author
"natoire (charles)
nimes, 1700 + castel gandolfo, 1777",author
"ollivier (m.-b.)
marseille, 1712 | paris, 1784",author
"ostade (adrien van)
harlem, 1610 + 1685.",author
"pajou (augustin)
paris, 1730 + 1809.",author
"parrocel (charlesparis, 1688 + 1752.",author
"poussin (nicolas) les andelys, 1594 + rome, 1665",author
"prudhon (
cluny, 1758 + paris, 1823.",author
"palamedes (attribue a a.)
amsterdam, 1601 + 1673.",author
"piranese (j.-b.venise, 1720 + rome, 1778",author
"rembrandt (harmensz van ryn)
leyde, 1606 + amsterdam, 1669.",author
"robert (hubertparis, 1733 + 1808.",author
"romain (pippi, dit julespome, 1499 + 1546.",author
"rubens (pierre-paul)
siegen, 1577 + anvers, 1640.",author
"ruysdael (salomon)
harlem, 1600 + 1670.",author
"saftleven (herman)
rotterdam, 1609 + utrecht, 1685.",author
saftleven (attribue a h.),author
"saint-aubin (augustin deparis, 1737 + 1807.",author
"storck (abrahamamsterdam, 1635 + 1710.",author
"titien (vecelli, dit le)
pieve di cadore, 1489 | venise, 1576.",author
titien (ecole duxvio siecle.,author
"van de velde le jeune (w.)
leyde, 1633 + greenwich, 1707.",author
"van heil (d.)
bruxelles, 1604 + 1662.",author
"van loo (j.-b.)
nice, 1684 + 1745.",author
"vos (martin de) anvers, 1536 + 1603.",author
"watteau (antoine)
valenciennes, 1684 + nogent-sur-marne, 1721",author
"witte (attribue a candido, dit pieterbruges, 1548 + munich, 1628.",author
"zucchero (attribue a francescosan angelo, 1542 + ancone, 1609.",author
"adriaenssens (alexandreanvers, 1587 + 1661.",author
"blain de fontenay (jean-baptistecaen, 1653 + paris, 1715.
deux pendants",author
"bonneval (andre)
ecole francaise, fin du xviiro siecle",author
"caron (antoine) beauvais, vers 1515 + paris, vers 1593",author
croos (antony jansz van1606 + 1662.,author
"cuyp (benjamin-gerritsz)
dordrecht, 1612 + 1652.",author
ecole francaise (fin du xiv siecle,ecole
"fragonard (jean-honore)
grasse, 1732 + paris, 1806.",author
"greco (atelier de domenico theotocopuli, dit le)",author
"heda (willem-klaaszhaarlem, 1594 + 1678.",author
"leprince (jean-baptiste) metz, 1733 | saint-denis du port, 1781.",author
lippi (attribue a filippo,author
metsys (attribue a quentin),author
"monnoyer (jean-baptistelille, 1634 + londres, 1699.",author
"nellius (martinus)
leyde ou delft, vers 1670.",author
"pesne (antoine) paris, 1683 + berlin, 1757.",author
"pol (christian vanberkeurode, 1752 + paris, 1813.
deux pendants",author
raeburn (attribue a sir henry,author
"spaendonck (les vanecole francaise, debut du xixe siecle",author
"werff (adrien van der) ambach, 1659 + rotterdam, 1722.",author
zurbaran (attribue a f. de),author
baron (henri) besancon 1816 + geneve 1885,author
"beaumont (ed. de)
lannion 1819 + paris 1888",author
"beraud (jean)
1849 + 1935",author
boggs (frank1855 + 1926,author
boudin (eugene) honfleur 1824 | deauville 1898,author
brown (john-lewisbodeaux 1829 + paris 1890,author
chaplin (charles) les andelys 1825 + paris 1891,author
"ciceri (eugene)
paris 1813 + 1890",author
"clays (p.-j.)
bruges 1819 + bruxelles 1900",author
clays (p.-j.,author
"cock (cesar de)
gand 1820 + 1904",author
fantin-latour grenoble 1836 + bure 1904,author
forain (j.-l.) reims 1852 + paris 1931,author
fortuny (mariano1838 + 1874,author
"gavarni
paris 1804 + 1866",author
"guys (constantin)
flessingue 1805 + paris 1892",author
"harpignies (henri)
valenciennes 1819 + 1916",author
"jongkind (j.-b.)
latrop 1819 + la cote-saint-laurent",author
"no
knight (daniel-ridgway)",author
lambert (louis-eugeneparis 1825 + 1900,author
"lami (eugene)
paris 1800 + 1890",author
"arrete a l'entree d'un parc on apercoit les frondaisons a cheval, et une amazone",noise
1865 + 1937,noise
frejus 1846 + paris 1928,author
marsaud,author
quimper 1815 + alger 1881,author
paris 1806,noise
penne (olivier 1831 +,author
(olivier,noise
1824 + paris 1898,noise
t804 + genes 1860,noise
"roll (alfred)
. 1847 + 1919",author
roussel (k.-x,author
signac (paul1863 + 1935,author
signac (,author
gauche.,noise
riviere.,noise
limonest 1862 + paris 1921,noise
(joseph),noise
droite.,noise
1855 + 1926,noise
chaigneau (,author
"chaplin (charles)
andelys 1825 + paris 1891",author
clays (p.-j.),author
cock (cesar de),author
couder (a.),author
1846 + anvers-sur-,noise
-latour (,noise
de l'oeuvre de fantin-,noise
paris 1826 + 1895,noise
"le ndeg 13.
voir la reproduction planche iv.",noise
"hervier (adolphe)
1821 + 1879",author
francaise,author
sidaner (,author
maufra (maxime) a maree basse.,author
morgat (finistere).,author
a gauche.,noise
molins (de,author
1840 + giverny,noise
moret (henry,author
1831 + marlotte,noise
eugene),noise
petit (eugene),author
1850,noise
limoges 1841,noise
acquigny 1887,noise
tassaert (octaveparis 1800 + 1874,author
paris 1829 + 1900,noise
(a.-,noise
bourdelle (,author
unique.,noise
boites en email,category
objets en or,category
"meubles, sieges, paravents",category
"argenterie, bronzes, email",category
"gravures anciennes
en noir ou en couleurs
des ecoles anglaise et francaise",category
baudouin (d'apres p.-l.,author
bonnefoy (j.),author
defregger,author
hermann (leo),author
